english,class,swedish,arabic,somali,persian,ukrainian,polish,spanish,bosnian,albanian
neck,"(noun, verb)",nacke,رقبة,luqunta,گردن,шия,szyja,cuello,vrat,qafë
pension,"(noun, verb)",pension,مَعاش,lacag dawlad siiso dad aan shaqeyo,حقوق بازنشستگی,пенсія,emerytura,pensión,pansion,pension
plate,"(noun, verb)",tallrik,طبق,saxan,بشقاب,тарілка,płyta,lámina,tanjir,pjatë
purple,"(noun, adjective, verb)",lila,أرجواني,midab buluug-guduud,رنگ بنفش,фіолетовий,fioletowy,púrpura,ljubičasti,vjollcë
ruin,"(noun, verb)",ruin,يخرب,burbur,ویرانی,руйнувати,ruina,ruina,propast,shkatërrim
ship,"(noun, verb)",fartyg,سفينة,markab,کشتی,корабель,statek,barco,brod,anije
skirt,"(noun, verb)",kjol,جيبة,goonno,دامن,спідниця,spódnica,falda,suknja,skaj
slice,"(noun, verb)",skiva,شريحة,cad,تکه,нарізати,plasterek,rebanada,kriška,feta
snow,"(noun, verb)",snö,الثلج,baraf biyo ah,برف,сніг,śnieg,nieve,snijeg,borë
specialist,"(noun, adjective)",specialist,متخصص,takhsus u leh,متخصص,фахівець,specjalista,especialista,specijalista,specialist
stroke,"(noun, verb)",stroke,سكتة دماغية,argagax,سکته,інсульт,udar,ataque,hod,goditje
switch,"(noun, verb)",växla,يُحوّل,beddelasho,تعویض,перемикач,przełącznik,cambiar,prebaciti,kalon
trash,"(noun, verb)",skräp,نفاية,qashin,زباله ها,смітник,śmieci,basura,smeće,plehra
tune,"(noun, verb)",ställa in,نغم,laxan,اهنگ,мелодія,melodia,melodía,podesiti,melodi
zone,"(noun, verb)",zon,منطقة,soone,منطقه,зона,strefa,zona,zona,zonë
anger,"(noun, verb)",ilska,الغضب,xanaaq,عصبانیت,гнів,gniew,enojo,ljutnja,zemërim
award,"(noun, verb)",tilldela,جائزة,abaal-marin,اعطا کردن,нагорода,nagroda,otorgar,nagrada,çmim
bid,"(noun, verb)",bud,مُنَاقَصَة,gorgoro biloow,پیشنهاد,подавати заявки,oferta,licitación,ponuda,ofertë
bitter,"(noun, adjective)",bitter,مر,qaraar ah,تلخ,гіркий,gorzki,amargo,gorak,i hidhur
boot,"(noun, verb)",känga,حذاء طويل,gaari gadaashiis,چکمه,черевик,uruchomić,bota,čizma,çizme
bug,"(noun, verb)",insekt,حشرة,kutaan,حشره,помилка,błąd,bicho,buba,insekt
camp,"(noun, verb, adjective)",läger,معسكر,xeero dhigid,اردوگاه,табір,obóz,acampar,kamp,në kampim
candy,"(noun, verb)",godis,حلويات,macmacaan,آب نبات,цукерка,cukierek,dulce,bombon,karamele
carpet,"(noun, verb)",matta,السجاد,rooga,فرش,килим,dywan,alfombra,tepih,qilim
cat,"(noun, verb)",katt,قطة,mukulaal,گربه,кіт,kot,gato,mačka,Mace
champion,"(noun, verb)",mästare,بطل,nin hor yaale,قهرمان,чемпіон,mistrz,campeón,šampion,kampion
channel,"(noun, verb)",kanal,قناة,kanaal,کانال,канал,kanał,canal,kanal,kanal
clock,"(noun, verb)",klocka,ساعة,saacad weyn,ساعت,годинник,zegar,reloj,sat,orë
comfort,"(noun, verb)",bekvämlighet,راحة,raaxo,راحتی,комфорт,komfort,comodidad,udobnost,ngushëllim
cow,"(noun, verb)",ko,بقرة,sac,گاو,корова,krowa,vaca,krava,lopë
crack,"(noun, verb, adjective)",spricka,كسر,jac,ترک,тріщина,pękać,grieta,puknuti,çarje
engineer,"(noun, verb)",ingenjör,مهندس,injineer,مهندس,інженер,inżynier,ingeniero,inženjer,inxhinier
entrance,"(noun, verb)",ingång,مدخل,gelitaan,ورود,вхід,wejście,entrada,ulaz,hyrje
fault,"(noun, verb)",fel,عيب,cillad,عیب,провина,wada,falla,kriv,gabim
grass,"(noun, verb)",gräs,عشب,caws,چمن,трава,trawa,césped,trava,bar
guy,"(noun, verb)",kille,رجل,nin,مرد,городок,facet,chico,momak,djalë
hell,"(noun, interjection)",Helvete,جحيم,cadaab,جهنم,пекло,piekło,infierno,pakao,ferr
highlight,"(noun, verb)",markera,تسليط الضوء,muuqalin,برجسته,висвітлювати,atrakcja,destacar,istaći,pikat kryesore
incident,"(noun, adjective)",incident,حادثة,dhacdo,حادثه,інцидент,incydent,incidente,incident,i rastësishëm
island,"(noun, verb)",ö,جزيرة,jasiirad,جزیره,острів,wyspa,isla,ostrvo,ishull
joke,"(noun, verb)",skämt,نكتة,kaftan,شوخی,жарт,żart,broma,šala,bëj shaka
jury,"(noun, verb, adjective)",jury,هيئة المحلفين,xeer-beeg,هیئت داوران,журі,jury,jurado,žiri,juri
leg,"(noun, verb)",ben,رجل,lug,پا,нога,noga,pierna,noga,këmbë
lip,"(noun, verb)",läpp,شفة,bushin,لب,губа,warga,labio,usne,buzë
mate,"(noun, verb)",para,رَفِيق,qofka taban,رفیق,поєднати,kumpel,compañero,mate,shok
motor,"(noun, adjective, verb)",motor,محرك,matoor,موتور,двигун,silnik,motor,motor,motor
nerve,"(noun, verb)",nerv,عصب,dareeme,عصب,нерви,nerw,nervio,nerv,nervoz
passage,"(noun, verb)",textavsnitt,ممر,maris,گذرگاه,прохід,przejście,paso,prolaz,kalim
pen,"(noun, verb)",penna,قلم,qalin khad leh,خودکار,ручка,długopis,bolígrafo,olovka,stilolaps
pride,"(noun, verb)",stolthet,فخر,sharaf,غرور,гордість,duma,orgullo,ponos,krenari
priest,"(noun, verb)",präst,كاهن,wadaad masiixiya,کشیش,священик,kapłan,sacerdote,sveštenik,prift
prize,"(noun, adjective, verb)",pris,جائزة,jaa'isad,جایزه,приз,nagroda,premio,nagrada,çmoj
promise,"(noun, verb)",löfte,يعد,ballan qaadasho,وعده,обіцянка,obietnica,promesa,obećati,premtoj
resident,"(noun, adjective)",bosatt,مقيم,deganaan,مقیم,мешканець,rezydent,residente,stanovnik,banor
resort,"(noun, verb)",tillflykt,ملجأ,meel dalxiis,رفت و آمد مکرر,прибуток,Ośrodek wczasowy,complejo,odmaralište,strehoj
ring,"(noun, verb)",ringa,جرس,far gashi,حلقه,каблучка,pierścień,anillo,zvoniti,unazë
roof,"(noun, verb)",tak,سَطح,saqaf,سقف,дах,dach,techo,krov,çati
rope,"(noun, verb)",rep,حبل,xarig,طناب,мотузка,lina,soga,konopac,litar
sail,"(noun, verb)",segla,ريشة,shiraacid,سفر دریایی,плавати,żagiel,navegar,jedriti,vela
scheme,"(noun, verb)",schema,مخطط,nidaam,طرح,схема,schemat,esquema,shema,skemë
script,"(noun, verb)",manus,النصي,qoraal,فیلم نامه,сценарій,scenariusz,guion,scenarij,skenar
sock,"(noun, verb)",strumpa,جورب,xajin,جوراب,шкарпетка,skarpetka,calcetín,čarapa,çorap
station,"(noun, verb)",station,محطة,saldhig,ایستگاه,станція,stacja,estación,stanica,stacion
toe,"(noun, verb)",tå,إصبع قدم,far cageed,انگشت پا,нога,palec u nogi,dedo del pie,nož,shpinë
tower,"(noun, verb)",torn,برج,taallo,برج,башта,wieża,torre,toranj,kulloj
truck,"(noun, verb)",lastbil,شاحنة,gaari xammuul qaad ah,کامیون,вантажівка,ciężarówka,camión,kamion,kamion
witness,"(noun, verb)",bevittna,شاهد,markhaati,شهادت,засвідчити,świadek,testigo,svjedok,dëshmitar
a,"(indefinite article, noun, preposition)",en,أ,a,آ,,A,a,a,një
you,"(pronoun, noun)",du,أنت,adiga,شما,ви,Ty,tú,ti,ju
it,"(pronoun, noun)",Det,هو - هي,waxan,آی تی,це,To,él,to,ajo
can,"(auxiliary verb, noun)",burk,يستطيع,awood,می توان,банкнота,Móc,poder,može,kam
will,"(auxiliary verb, noun)",kommer,سوف,rabitaan,اراده,воля,będzie,voluntad,volja,do
if,"(conjunction, noun)",om,لو,haddii,اگر,якщо,Jeśli,si,ako,nëse
one,"(adjective, noun, pronoun)",ett,واحد,hal / kow,یکی,один,jeden,uno,jedan,një
many,"(adjective, noun, pronoun)",många,كثير,badan,زیاد,багато,wiele,muchos,mnogo,shumë
most,"(adjective, noun, adverb)",mest,معظم,ugu badan,اکثر,найбільше,bardzo,mayoría,većina,shumë
other,"(adjective, noun, pronoun)",Övrig,آخر,kale,دیگر,інший,Inny,otro,drugi,tjetër
use,"(verb, noun)",använda sig av,يستخدم,isticmaal,استفاده کنید,використання,używać,usar,koristiti,përdorim
make,"(verb, noun)",göra,يصنع,samayn,ساختن,робити,robić,hacer,napraviti,bëj
good,"(adjective, noun, adverb)",Bra,جيد,wanaagsan,خوب,добрий,Dobry,bien,dobro,i mirë
look,"(verb, noun, interjection)",se,ينظر,soo jeedin,نگاه,виглядати,Patrzeć,mirar,izgled,vështrim
help,"(verb, noun, interjection)",hjälp,يساعد,I caawi,کمک,допомога,pomoc,ayuda,pomoći,ndihmon
go,"(verb, noun, adjective)",gå,يذهب,lugayn,رفتن,йти,Iść,ir,ići,shkoj
great,"(adjective, noun, adverb)",bra,عظيم,weyn,عالی,великий,Świetnie,excelente,sjajan,i madh
being,"(verb, noun)",varelse,كون,ahaanshada,بودن,буття,istnienie,ser,biti,qenie
few,"(adjective, noun, pronoun)",få,عدد قليل,wax yar,تعداد کمی,небагато,kilka,pocos,malo,pak
might,"(auxiliary verb, noun)",makt,قد,laga yaabi lahaa,ممکن,могло,móc,podría,moći,mund
still,"(adjective, noun, adverb)",fortfarande,ما زال,weli,هنوز,нерухомий,Nadal,aún,još uvijek,akoma
public,"(adjective, noun)",offentlig,عام,waqaf ah,عمومی,громадський,publiczny,público,javni,në publik
read,"(verb, noun)",läsa,يقرأ,akhrin,خواندن,читати,Czytać,leer,pročitati,lexoj
keep,"(verb, noun)",ha kvar,يحفظ,hayn,نگاه داشتن,тримати,trzymać,mantener,zadržati,mbaj
start,"(verb, noun)",Start,يبدأ,bilaabid,شروع,почати,początek,comenzar,počnite,filloj
give,"(verb, noun)",ge,يعطي,siin,دادن,давати,dawać,dar,dati,jap
human,"(adjective, noun)",mänsklig,بشر,insaan ah,انسان,людський,człowiek,humano,čovjek,i njeriut
local,"(adjective, noun)",lokal,محلي,gudaha ah,محلی,місцевий,lokalny,local,lokalni,lokal
general,"(adjective, noun)",allmän,عام,guud,عمومی,загальний,ogólny,general,opći,i përgjithshëm
she,"(pronoun, noun)",hon,هي,iyada,او,вона,ona,ella,ona,ajo
specific,"(adjective, noun)",specifik,محدد,gaar ah,ویژه,конкретний,konkretny,específico,specifično,i veçantë
long,"(adjective, noun, adverb)",lång,طويل,dheer,طولانی,довго,długi,largo,dugačak,i gjatë
play,"(verb, noun)",spela,يلعب,cayaar,بازی,гра,grać,jugar,igrati,Luaj
feel,"(verb, noun)",känna,يشعر,dareemid,احساس کردن,відчуття,czuć,sentir,osjećati,ndjej
high,"(adjective, noun, adverb)",hög,عالي,sare ah,عالی,високий,wysoki,alto,visoko,i lartë
tonight,"(adverb, noun)",i kväll,الليلة,caawa,امشب,сьогодні,dziś wieczorem,esta noche,večeras,sonte
put,"(verb, noun)",sätta,يضع,dhigid,قرار دادن,поставити,umieścić,poner,staviti,vendos
common,"(adjective, noun)",allmänning,شائع,sawaxan,مشترک,загальний,wspólny,común,često,i zakonshëm
set,"(verb, noun, adjective)",uppsättning,تعيين,meelo dhigidda,تنظیم,встановити,ustawić,colocar,set,vendos
change,"(verb, noun)",förändra,يتغير,beddelid,تغییر دادن,зміна,zmiana,cambiar,promijeniti,ndryshoj
simple,"(adjective, noun)",enkel,بسيط,fudud,ساده,простий,prosty,simple,jednostavan,i thjeshtë
past,"(adjective, noun, preposition)",dåtid,ماضي,ka dib,گذشته,минулий,przeszłość,pasado,prošlost,i kaluar
big,"(adjective, noun)",stor,كبير,weyn,بزرگ,великий,duży,grande,veliki,i madh
possible,"(adjective, noun)",möjlig,ممكن,suuroobi kara,ممکن,можливий,możliwy,posible,mogući,i mundshëm
particular,"(adjective, noun)",särskild,خاص,khaas ah,خاص,особливий,konkretny,particular,pojedinac,i veçantë
today,"(adverb, noun)",i dag,اليوم,maanta,امروز,сьогодні,Dzisiaj,hoy,danas,sot
major,"(adjective, noun, verb)",större,رئيسي,gaashaanle,عمده,головний,główny,importante,glavni,i madh
personal,"(adjective, noun)",personlig,شخصي,shakhsi ahaan,شخصی,особистий,osobisty,personal,lični,personal
current,"(adjective, noun)",nuvarande,حاضِر,qul-qul,جاری,поточний,aktualny,actual,struja,rrymë
national,"(adjective, noun)",nationell,وطني,ee qaran,ملی,національний,krajowy,nacional,nacionalni,kombëtar
cut,"(verb, noun)",skära,يقطع,jarid,برش,вирізати,cięcie,cortar,rezati,prerje
natural,"(adjective, noun, adverb)",naturlig,طبيعي,dabiici ah,طبیعی,природний,naturalny,natural,prirodno,i natyrshëm
physical,"(adjective, noun)",fysisk,بدني,muuqaal leh,فیزیکی,фізичний,fizyczny,físico,fizički,fizik
show,"(verb, noun)",show,يعرض,tuusid,نشان دادن,показувати,pokazywać,espectáculo,pokazati,shfaqje
try,"(verb, noun)",Prova,يحاول,tijaab,تلاش كردن,намагатися,próbować,intentar,probati,provoj
check,"(verb, noun, interjection)",kolla upp,يفحص,hubin,بررسی,перевіряти,sprawdzać,controlar,provjeriti,kontrolloj
second,"(number, noun)",andra,ثانية,labaad,دومین,другий,drugi,segundo,sekunda,i dyti
call,"(verb, noun)",ring upp,يتصل,wicid,زنگ زدن,закликати,dzwonić,llamar,nazvati,telefonatë
move,"(verb, noun)",flytta,يتحرك,dhaqaajin,حرکت,рухатися,przenosić,mover,pomaknuti se,lëviz
pay,"(verb, noun)",betala,يدفع,lacag bixin,پرداخت,оплачувати,płacić,pagar,platiti,paguaj
let,"(verb, noun)",låta,يترك,u yeelid,اجازه دهید,дозволяти,pozwalać,dejar,pustiti,lejoj
increase,"(verb, noun)",öka,يزيد,kordhiyo,افزایش دادن,збільшити,zwiększyć,aumentar,povećati,rrit
single,"(adjective, noun, verb)",enda,أعزب,hal,تنها,поодинокий,pojedynczy,soltero,singl,i vetëm
individual,"(adjective, noun)",enskild,فردي,shakhsi ahaan,شخصی,індивідуальний,indywidualny,individual,pojedinac,individual
turn,"(verb, noun)",sväng,دور,jeedo,دور زدن,обертати,zakręt,doblar,skrenuti,kthim
ask,"(verb, noun)",fråga,بسأل,weydiin,پرسیدن,запитувати,zapytać,preguntar,pitati,kërkoj
buy,"(verb, noun)",köpa,يشتري,soo iibin,خرید کردن,купувати,kupić,comprar,kupiti,blej
guard,"(verb, noun)",vakt,يحمي,ilaaliye,نگهبان,охороняти,strażnik,guardia,čuvar,ruaj
hold,"(verb, noun)",håll,يمسك,qabasho,نگه داشتن,утримувати,trzymać,sostener,držati,mblidhem
main,"(adjective, noun)",huvudsaklig,رئيسي,muhiimsan,اصلی,головний,główny,principal,glavni,kryesor
offer,"(verb, noun)",erbjudande,يعرض,u soo bandhigid,پیشنهاد,пропозиція,oferta,oferta,ponuda,ofroj
potential,"(adjective, noun)",potential,محتمل,awoodi kara,پتانسیل,потенціал,potencjał,potencial,potencijal,potencial
professional,"(adjective, noun)",professionell,احترافي,meherad leh,حرفه ای,професіонал,profesjonalny,profesional,profesionalac,profesional
international,"(adjective, noun)",internationell,دولي,caalami ah,بین المللی,міжнародний,międzynarodowy,internacional,međunarodni,ndërkombëtar
travel,"(verb, noun)",resa,يسافر,socdaal marin,مسافرت رفتن,подорожувати,podróż,viajar,putovanje,Udhëtim
cook,"(verb, noun)",kock,يطبخ,kariye,پختن,готувати,kucharz,cocinar,kuhati,gatuaj
alternative,"(adjective, noun)",alternativ,بديل,beddelashada,جایگزین,альтернативний,alternatywny,alternativa,alternativa,alternativë
following,"(preposition, noun, adjective)",följande,التالي,ku xiga,ذیل,наступний,następny,siguiente,slijediti,pasues
special,"(adjective, noun)",särskild,خاص,gaar ah,ویژه,спеціальний,specjalny,especial,poseban,i veçantë
working,"(adjective, noun)",arbetssätt,عمل,shaqo,کار کردن,робочий,pracujący,laboral,radno,punim
whole,"(adjective, noun, adverb)",hela,جميع,dhan,تمام,цілий,cały,entero,cjelina,i plotë
dance,"(verb, noun)",dansa,الرقص,qoob-ka-cayaarid,رقص,танцювати,taniec,bailar,plesati,kërcej
excuse,"(verb, noun)",ursäkt,عذر,cafin,بهانه,вища людина,wymówka,disculpar,izgovor,justifikim
cold,"(adjective, noun, adverb)",kall,بارد,qabowga,سرد,холодний,zimno,frío,hladno,i ftohtë
commercial,"(adjective, noun)",kommersiell,تجاري,ganacsi,تجاری,комерційний,handlowy,comercial,komercijalno,tregtar
low,"(adjective, noun, adverb)",låg,قليل,hooseeya,کم,низький,Niski,bajo,niska,i ulët
purchase,"(verb, noun)",inköp,شراء,gadasho,خرید,закупівля,zakup,compra,kupovina,blerje
deal,"(verb, noun)",handla,اتفاق,macaamilo,معامله,угода,umowa,trato,ugovor,marreveshje
primary,"(adjective, noun)",primär,أساسي,aasaasi ah,اولیه,первинний,podstawowy,primario,primarni,parësor
worth,"(adjective, noun)",värde,يستحق,qiimaheed leh,ارزش,вартістю,wartość,valer,vrijedan,që vlen
fall,"(verb, noun)",falla,يسقط,dhicid,سقوط,падіння,jesień,caer,pasti,bie
necessary,"(adjective, noun)",nödvändig,ضروري,lagama maarmaan,لازم,необхідний,niezbędny,necesario,neophodan,i domosdoshëm
positive,"(adjective, noun)",positiv,إيجابي,xaqiiq ah,مثبت,позитивний,pozytywny,positivo,pozitivno,pozitiv
produce,"(verb, noun)",producera,ينتج,soo saarid,تولید کردن,виробляти,produkować,producir,proizvesti,prodhoj
search,"(verb, noun)",Sök,يبحث,raadin,جستجو کردن,обшук,szukaj,buscar,pretražiti,kërkim
present,"(adjective, noun, verb)",närvarande,حاضر,hadiyad,حاضر,нинішній,obecny,presente,prisutan,paraqes
spend,"(verb, noun)",spendera,ينفق,kharash garayn,خرج کردن,витрачати,wydawać,gastar,provesti,shpenzoj
talk,"(verb, noun)",prata,يتحدث,hadal,صحبت,розмова,rozmawiać,hablar,razgovor,bisedë
creative,"(adjective, noun)",kreativ,مبدع,hindisi ah,خلاق,творчий,twórczy,creativo,kreativan,krijues
tell,"(verb, noun)",säga,يخبر,sheegid,گفتن,розповідати,powiedzieć,decir,reći,tregoj
cost,"(verb, noun)",kosta,يكلف,qiime,هزینه,вартість,koszt,costo,trošak,kosto
drive,"(verb, noun)",kör,يقود,wadid,راندن,драйв,prowadzić,conducir,voziti,ngas
green,"(adjective, noun, verb)",grön,أخضر,cagaar,سبز,зелений,zielony,verde,zelenilo,i gjelbër
support,"(verb, noun)",Stöd,يدعم,taageerid,حمایت کردن,підтримка,wsparcie,apoyo,podrška,mbështetje
glad,"(adjective, noun)",glad,مسرور,faraxsan,خوشحال,радісно,zadowolony,contento,zadovoljan,i gëzuar
remove,"(verb, noun)",avlägsna,يزيل,ka qaadid,برداشتن,видалити,usunąć,eliminar,ukloniti,largoj
return,"(verb, noun)",lämna tillbaka,يعود,soo celin,برگشت,повернення,powrót,devolver,povratak,kthim
run,"(verb, noun)",springa,يجري,ordid,اجرا کن,пробігати,uruchomić,correr,trčati,vrapoj
complex,"(adjective, noun, verb)",komplex,معقد,adag,پیچیده,комплекс,złożony,complejo,kompleks,kompleks
due,"(adjective, noun, adverb)",på grund av,حق,Sababta,ناشی از,належить,należny,pendiente,dospjeti,i duhur
effective,"(adjective, noun)",effektiv,فعال,saamaynaya,تاثير گذار,ефективний,skuteczny,eficaz,efikasan,në fuqi
middle,"(adjective, noun)",mitten,وسط,dhexe,میانه,середній,środek,medio,sredina,mes
regular,"(adjective, noun)",regelbunden,عادي,joogto ah,منظم,регулярний,regularny,regular,redovan,i rregullt
reserve,"(verb, noun)",boka,احتياطي,boos u hayn,ذخیره,резервувати,rezerwa,reservar,rezervni,rezervë
independent,"(adjective, noun)",oberoende,مستقل,xor ah,مستقل,незалежний,niezależny,independiente,neovisan,i pavarur
leave,"(verb, noun)",lämna,يترك,tegid,ترک کردن,залишати,Zostawić,dejar,napustiti,largohem
original,"(adjective, noun)",original,إبداعي,asal ah,اصلی,оригінальний,oryginalny,original,originalan,origjinal
reach,"(verb, noun)",nå,يصل,gaarid,رسیدن,дістатися,zasięg,alcanzar,doseg,arrij
rest,"(verb, noun)",resten,استراحة,nasashada,باقی مانده,відпочинок,odpoczynek,descansar,odmoriti,pushim
serve,"(verb, noun)",tjäna,يخدم,u adeegid,خدمت,подавати,podawać,atender,služiti,shërbej
watch,"(verb, noun)",Kolla på,يشاهد,eegid,تماشا کردن,стежити,oglądać,mirar,paziti,vëzhgim
beautiful,"(adjective, noun, interjection)",skön,جميل,qurxoon,زیبا,гарний,Piękny,hermoso,prekrasan,e bukur
charge,"(verb, noun)",avgift,تكلفة,eedayn,شارژ,заряджати,opłata,cargar,punjenje,ngarkoj
active,"(adjective, noun)",aktiva,نشيط,firfircoon,فعال,активний,aktywny,activo,aktivan,aktiv
break,"(verb, noun)",ha sönder,استراحة,nasasho,زنگ تفريح,перерва,przerwa,romper,prekršiti,prish
negative,"(adjective, noun, interjection)",negativ,سلبي,diidmo ah,منفی,негативний,negatywny,negativo,negativan,negativ
safe,"(adjective, noun)",säker,آمن,ammaa ah,بی خطر,безпечний,bezpieczna,seguro,siguran,i sigurt
stay,"(verb, noun)",stanna kvar,يقضي,joogis,اقامت کردن,залишатися,zostawać,permanecer,ostati,qëndroj
visit,"(verb, noun)",besök,يزور,booqasho,بازدید,відвідувати,odwiedzać,visita,posjetiti,vizitë
visual,"(adjective, noun)",visuell,مرئي,ee aragtiyeed,دیداری,візуальний,wizualny,visual,vizualan,vizual
affect,"(verb, noun)",påverka,يؤثر,wax yeellayn,تاثیر می گذارد,впливати,oddziaływać,afectar,uticati,ndikoj
cover,"(verb, noun)",omslag,غطاء,daboolid,پوشش,покривати,okładka,cubrir,pokriti,mbulesë
report,"(verb, noun)",Rapportera,تقرير,war bixinta,گزارش,доповідь,raport,informe,izveštaj,raportoj
rise,"(verb, noun)",stiga,يعلو,korin,بالا آمدن,підніматися,wzrastać,elevar,porast,ngrihem
walk,"(verb, noun)",gå,يمشي,wareegid,راه رفتن,ходити,chodzić,caminar,hodati,shëtitje
white,"(adjective, noun, verb)",vit,أبيض,cad,سفید,білий,biały,blanco,bijeli,i bardhë
beyond,"(preposition, noun)",bortom,وَرَاءَ,shisheeya,فراتر,поза,poza,más allá de,izvan,përtej
junior,"(adjective, noun)",junior,مبتدئ,yar,جوان,молодший,junior,júnior,Junior,i ri
pick,"(verb, noun)",plocka,يختار,gurid,انتخاب,вибирати,wybierać,elegir,odabrati,marr
unique,"(adjective, noun)",unik,فريد,keligiis noocaas ah,منحصر بفرد,унікальний,unikalny,único,jedinstven,unik
anything,"(pronoun, noun, adverb)",något,أي شئ,wax walba,هر چیزی,що -небудь,wszystko,cualquier cosa,bilo šta,asgjë
classic,"(adjective, noun)",klassisk,كلاسيكي,nololeed,باستانی,класичний,klasyczny,clásico,klasičan,klasik
final,"(adjective, noun)",slutlig,أخير,kama dajo,نهایی,остаточний,finał,final,finale,përfundimtar
lift,"(verb, noun)",hiss,يرفع,kor u qaadid,بلند کردن,підйом,winda,elevar,lift,ngritje
mix,"(verb, noun)",blanda,مزج,isku qasid,مخلوط کردن,суміш,mieszać,mezcla,miješati,përziej
private,"(adjective, noun)",privat,خاص,khaas ah,خصوصی,приватний,prywatny,privado,privatan,privat
stop,"(verb, noun)",sluta,قف,istaag,متوقف کردن,СТІЙ,zatrzymywać się,detener,prestati,ndaloj
teach,"(verb, noun)",lära,يعلم,barid,تعلیم دادن,навчати,uczyć,enseñar,učiti,mësoj
western,"(adjective, noun)",Västra,الغربي,ee galbeed,غربی,західний,Zachodni,occidental,zapadni,perëndimor
concern,"(verb, noun)",oro,هَم,khusayn,نگرانی,турбота,obawa,inquietud,zabrinutost,shqetësim
familiar,"(adjective, noun)",bekant,مألوف,la yaqaan,با هم,знайомий,znajomy,familiar,poznat,i njohur
fly,"(verb, noun)",flyga,يطير,dukhsi,پرواز,літати,latać,volar,letjeti,fluturoj
official,"(adjective, noun)",officiell,رسمي,rasmi ah,رسمی,офіційний,urzędnik,oficial,službenik,zyrtar
broad,"(adjective, noun)",bred,واسع,ballaaran,گسترده,широкий,szeroki,amplio,širok,i gjerë
comfortable,"(adjective, noun)",bekväm,مريح,raaxo leh,راحت,зручний,wygodny,cómodo,udoban,i rehatshëm
gain,"(verb, noun)",få,يكسب,faa'iido,کسب کردن,виграш,osiągać,ganar,dobijati,përfitoj
maybe,"(adverb, noun)",kanske,ربما,waxaa laga yaabaa in,شاید,може бути,Może,tal vez,možda,ndoshta
rich,"(adjective, noun)",rik,ثري,maal leh,ثروتمند,багатий,bogaty,rico,bogat,i pasur
save,"(verb, noun, preposition)",spara,يحفظ,badbaadin,صرفه جویی,заощадити,ratować,ahorrar,sačuvati,ruaj
stand,"(verb, noun)",stå,يقف,istaagid,ایستادن,стояти,podstawka,pararse,štand,qëndroj
young,"(adjective, noun)",ung,شاب,dhallinyaro ah,جوان,молодий,młody,joven,mlad,i ri
fail,"(verb, noun)",misslyckas,يفشل,fashilmid,شکست,провалити,ponieść porażkę,fallar,neuspjeh,dështoj
heavy,"(adjective, noun, adverb)",tung,ثقيل,culus,سنگین,важкий,ciężki,pesado,težak,i rëndë
hello,"(interjection, noun)",Hallå,مرحبًا,ma nabad baa,سلام,привіт,Witam,Hola,zdravo,Përshëndetje
lead,"(verb, noun)",leda,يقود,hoggamid,رهبری,вести,Ołów,dirigir,voditi,plumb
listen,"(verb, noun)",lyssna,يستمع,dhegeysasho,گوش بده,слухати,Słuchać,escuchar,slušati,dëgjoj
valuable,"(adjective, noun)",värdefulla,قيّم,qiimo leh,ارزشمند,цінний,cenny,valioso,vrijedan,i vlefshëm
worry,"(verb, noun)",oroa,يقلق,welwelid,نگران بودن,турбота,martwić się,preocuparse,zabrinuti,shqetësoj
handle,"(verb, noun)",hantera,مقبض,siddo,رسیدگی,ручка,uchwyt,manejar,ručka,trajtë
leading,"(adjective, noun)",ledande,قيادة,hoggaamiy,منتهی شدن,провідний,prowadzący,principal,vodeći,drejtues
meet,"(verb, noun)",träffa,يقابل,kulmin,ملاقات,зустрічатися,poznać,encontrarse,susresti,takohem
release,"(verb, noun)",släpp,يطلق,soo saarid,رهایی,звільнення,uwolnienie,liberar,pustiti,lëshim
sell,"(verb, noun)",sälja,يبيع,iibin,فروش,продавати,sprzedać,vender,prodati,shes
finish,"(verb, noun)",Avsluta,ينهي,dhammayn,پایان,закінчити,skończyć,finalizar,završiti,mbaroj
normal,"(adjective, noun)",vanligt,طبيعي,caadi ah,طبیعی,нормальний,normalna,normal,normalan,normal
press,"(verb, noun)",Tryck,يضعط,saxaafad,مطبوعات,пресувати,naciskać,prensa,preša,shtyp
ride,"(verb, noun)",rida,يركب,fuulidda,سوار شدن,їздити,jeździć,conducir,voziti,ngas
secret,"(adjective, noun)",hemlighet,سر,sir,راز,таємний,sekret,secreto,tajna,i fshehtë
spread,"(verb, noun)",sprida,الانتشار,faafitaan,گسترش,поширення,rozpowszechnianie się,desparramar,širenje,përhapet
spring,"(verb, noun)",vår,ربيع,gu ',بهار,весна,wiosna,primavera,proljeće,pranverë
tough,"(adjective, noun)",tuff,قاسٍ,adag,سخت است,жорсткий,trudny,difícil,tvrd,i ashpër
wait,"(verb, noun)",vänta,انتظر,sugid,صبر کن,чекати,Czekać,esperar,čekati,prit
brown,"(adjective, noun, verb)",brun,بني,bunni,رنگ قهوه ای,коричневий,brązowy,marrón,braon,i skuqur
deep,"(adjective, noun, adverb)",djup,عميق,hoos u dheer,عمیق,глибокий,głęboko,profundo,dubok,i thellë
display,"(verb, noun)",visa,عرض,soo bandhigid,نمایش دادن,показувати,wyświetlacz,mostrar,prikaz,shfaq
flow,"(verb, noun)",flöde,تدفق,qul-qulid,جریان,протікати,przepływ,fluir,protok,rrjedhë
